question,answer
完成并配平化学反应方程式:用锌粉还原 ${\mathrm{{SiCl}}}_{4}$ 。,${\mathrm{{SiCl}}}_{4} + 2\mathrm{{Zn}} = \mathrm{{Si}} + 2{\mathrm{{ZnCl}}}_{2}$
完成并配平化学反应方程式:金属锗溶于浓硝酸中。,$\mathrm{{Ge}} + 4{\mathrm{{HNO}}}_{3}$ (浓) $= {\mathrm{{GeO}}}_{2} \cdot {\mathrm{H}}_{2}\mathrm{O} \downarrow + 4{\mathrm{{NO}}}_{2} \uparrow + {\mathrm{H}}_{2}\mathrm{O}$
完成并配平化学反应方程式:金属锡与浓硝酸反应。,$\mathrm{{Sn}} + 4{\mathrm{{HNO}}}_{3}$ (浓) $= {\mathrm{H}}_{2}{\mathrm{{SnO}}}_{3}\left( \beta \right) \downarrow + 4{\mathrm{{NO}}}_{2} \uparrow + {\mathrm{H}}_{2}\mathrm{O}$
完成并配平化学反应方程式:金属锡与热的浓盐酸反应。,$\mathrm{{Sn}} + 2\mathrm{{HCl}}$ (浓) $\overset{\bigtriangleup }{ = }{\mathrm{{SnCl}}}_{2} + {\mathrm{H}}_{2} \uparrow$
"完成并配平化学反应方程式:二硫化锡与氢氧化钠溶液作用。
",$3{\mathrm{{SnS}}}_{2} + 6\mathrm{{NaOH}}\left( \mathrm{{aq}}\right) = {\mathrm{{Na}}}_{2}{\mathrm{{SnO}}}_{3} + 2{\mathrm{{Na}}}_{2}{\mathrm{{SnS}}}_{3} + 3{\mathrm{H}}_{2}\mathrm{O}$
"完成并配平化学反应方程式:碱性条件下, 用亚锡酸还原硝酸铋。
",$3{\left\lbrack \mathrm{{Sn}}{\left( \mathrm{{OH}}\right) }_{3}\right\rbrack }^{ - } + 2{\mathrm{{Bi}}}^{3 + } + 9{\mathrm{{OH}}}^{ - } = 3{\left\lbrack \mathrm{{Sn}}{\left( \mathrm{{OH}}\right) }_{6}\right\rbrack }^{2 - } + 2\mathrm{{Bi}} \downarrow$
完成并配平化学反应方程式:锡与氢氧化钠溶液反应。,$\mathrm{{Sn}} + 2{\mathrm{{OH}}}^{ - } + 2{\mathrm{H}}_{2}\mathrm{O} = {\left\lbrack \mathrm{{Sn}}{\left( \mathrm{{OH}}\right) }_{4}\right\rbrack }^{2 - } + {\mathrm{H}}_{2} \uparrow$
完成并配平化学反应方程式:硅溶解在硝酸和氢氟酸的混合溶液中。,$\mathrm{{3Si}} + 4{\mathrm{{HNO}}}_{3} + {18}\mathrm{{HF}}\left( \mathrm{{aq}}\right) = 3{\mathrm{H}}_{2}{\mathrm{{SiF}}}_{6} + 4\mathrm{{NO}} \uparrow + 8{\mathrm{H}}_{2}\mathrm{O}$
完成并配平化学反应方程式:向 ${\mathrm{{Na}}}_{2}\left\lbrack {\mathrm{{Sn}}{\left( \mathrm{{OH}}\right) }_{6}}\right\rbrack$ 溶液中通入 ${\mathrm{{CO}}}_{2}$ 。,${\left\lbrack \mathrm{{Sn}}{\left( \mathrm{{OH}}\right) }_{6}\right\rbrack }^{2 - } + 2{\mathrm{{CO}}}_{2} = \mathrm{{Sn}}{\left( \mathrm{{OH}}\right) }_{4} \downarrow + 2{\mathrm{{HCO}}}_{3}^{ - }$
完成并配平化学反应方程式: ${\mathrm{{PbCrO}}}_{4}$ 溶于 $\mathrm{{NaOH}}$ 溶液。,"${\mathrm{{PbCrO}}}_{4} + 4\mathrm{{NaOH}}\left( \mathrm{{aq}}\right) = {\mathrm{{Na}}}_{2}\left\lbrack {\mathrm{{Pb}}{\left( \mathrm{{OH}}\right) }_{4}}\right\rbrack + {\mathrm{{Na}}}_{2}{\mathrm{{CrO}}}_{4}$
"
完成并配平化学反应方程式:金属铅溶于浓硝酸。,$\mathrm{\;{Pb}} + 4{\mathrm{{HNO}}}_{3}$ (浓) $= \mathrm{{Pb}}{\left( {\mathrm{{NO}}}_{3}\right) }_{2} + 2{\mathrm{{NO}}}_{2} \uparrow + 2{\mathrm{H}}_{2}\mathrm{O}$
完成并配平化学反应方程式:二氧化铅与盐酸反应。,"${\mathrm{{PbO}}}_{2} + 4\mathrm{{HCl}} = {\mathrm{{PbCl}}}_{2} + {\mathrm{{Cl}}}_{2} \uparrow + 2{\mathrm{H}}_{2}\mathrm{O}$
"
"完成并配平化学反应方程式:将二氧化铅加入 +2 价锰离子的酸性溶液中并微热。
",$5{\mathrm{{PbO}}}_{2} + 2{\mathrm{{Mn}}}^{2 + } + 4{\mathrm{H}}^{ + }\frac{\text{ 微热 }}{}5{\mathrm{{Pb}}}^{2 + } + 2{\mathrm{{MnO}}}_{4}^{ - } + 2{\mathrm{H}}_{2}\mathrm{O}$
